# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MSP5	PF3D7_0206900	PF3D7_0206900.2	protein_coding	0	3	2	213	142	0	1	2	0	0	0	0	0	0	0	0	0	3	70
MSP6	PF3D7_1035500	PF3D7_1035500.1	protein_coding	0	2	23	162	50	0	0	23	0	0	0	0	0	0	0	0	0	2	112
MSP7	PF3D7_1335100	PF3D7_1335100.1	protein_coding	0	1	29	83	39	0	0	29	0	0	0	0	0	0	0	0	0	1	44
MSP8	PF3D7_0502400	PF3D7_0502400.1	protein_coding	0	8	21	148	106	0	0	21	0	0	0	0	0	0	0	0	0	8	42
MSP9	PF3D7_1228600	PF3D7_1228600.1	protein_coding	0	3	21	106	46	0	0	21	0	0	0	0	0	0	0	0	0	3	60
MSRP1	PF3D7_1335000	PF3D7_1335000.1	protein_coding	0	0	10	111	35	0	0	10	0	0	0	0	0	0	0	0	0	0	76
MSRP2	PF3D7_1334800	PF3D7_1334800.1	protein_coding	0	0	3	83	43	0	0	3	0	0	0	0	0	0	0	0	0	0	40
MSRP3	PF3D7_1334600	PF3D7_1334600.1	protein_coding	0	2	4	100	61	0	0	4	0	0	0	0	0	0	0	0	0	2	39
MSRP4	PF3D7_1334400	PF3D7_1334400.1	protein_coding	0	1	12	99	42	0	0	12	0	0	0	0	0	0	0	0	0	1	57
MSRP5	PF3D7_1334300	PF3D7_1334300.1	protein_coding	0	4	6	103	43	0	0	6	0	0	0	0	0	0	0	0	0	4	60
MSRP6	PF3D7_1334500	PF3D7_1334500.1	protein_coding	0	3	26	91	46	0	0	26	0	0	0	0	0	0	0	0	0	3	45
MSRP7	PF3D7_1334700	PF3D7_1334700.1	protein_coding	1	0	2	97	59	0	0	2	0	0	0	0	1	0	0	1	0	0	38
MTFMT	PF3D7_1313200	PF3D7_1313200.1	protein_coding	0	3	15	79	36	0	0	15	0	0	0	0	0	0	0	0	0	3	43
MTIP	PF3D7_1246400	PF3D7_1246400.1	protein_coding	0	13	13	128	57	0	0	13	0	0	0	0	0	0	0	0	0	13	71
MTRAP	PF3D7_1028700	PF3D7_1028700.1	protein_coding	0	3	11	131	67	0	0	11	0	0	0	0	0	0	0	0	0	3	64
MUS81	PF3D7_1449400	PF3D7_1449400.1	protein_coding	0	13	46	186	132	0	6	46	0	0	0	0	0	0	0	0	0	13	48
MYB1	PF3D7_1315800	PF3D7_1315800.1	protein_coding	0	3	3	89	60	0	0	3	0	0	0	0	0	0	0	0	0	3	29
MYCBP	PF3D7_0715100	PF3D7_0715100.1	protein_coding	0	2	3	130	64	0	7	3	0	0	0	0	0	0	0	0	0	2	59
MYST	PF3D7_1118600	PF3D7_1118600.1	protein_coding	0	49	14	129	65	0	0	14	0	0	0	0	0	0	0	0	0	49	64
MaTrA	PF3D7_0102700	PF3D7_0102700.1	protein_coding	0	1	7	144	84	0	1	7	0	0	0	0	0	0	0	0	0	1	59
MiaA	PF3D7_1207600	PF3D7_1207600.1	protein_coding	1	7	7	114	56	0	0	7	0	0	0	0	2	0	0	1	1	6	58
Myb2	PF3D7_1033600	PF3D7_1033600.1	protein_coding	0	8	13	108	37	0	0	13	0	0	0	0	0	0	0	0	0	8	71
MyoA	PF3D7_1342600	PF3D7_1342600.1	protein_coding	0	70	25	205	157	0	4	25	0	0	0	0	1	0	0	0	0	69	45
MyoB	PF3D7_0503600	PF3D7_0503600.1	protein_coding	0	45	12	143	62	0	35	12	0	0	0	0	3	0	0	0	0	42	49
MyoC	PF3D7_1329100	PF3D7_1329100.1	protein_coding	0	50	29	146	67	0	16	29	0	0	0	0	0	0	0	0	0	50	63
MyoD	PF3D7_1229800	PF3D7_1229800.1	protein_coding	0	22	50	166	71	0	13	50	0	0	0	0	0	0	0	0	0	22	82
MyoF	PF3D7_1140500	PF3D7_1140500.1	protein_coding	0	10	16	105	32	0	15	16	0	0	0	0	2	0	0	0	0	8	60
NAB2	PF3D7_0623100	PF3D7_0623100.1	protein_coding	1	12	11	204	83	0	55	11	0	0	0	1	3	0	0	0	0	9	70
NADSYN	PF3D7_0926700	PF3D7_0926700.1	protein_coding	0	0	11	99	50	0	0	11	0	0	0	0	0	0	0	0	0	0	49
NAPL	PF3D7_1203700	PF3D7_1203700.1	protein_coding	0	29	1	146	65	0	13	1	0	0	0	0	0	0	0	0	0	29	68
NAPRT	PF3D7_0629100	PF3D7_0629100.1	protein_coding	1	3	5	90	34	0	0	5	0	0	0	0	1	0	0	1	0	3	56
NAPS	PF3D7_0919000	PF3D7_0919000.1	protein_coding	0	32	4	136	78	0	3	4	0	0	0	0	0	0	0	0	0	32	55
NAR1	PF3D7_0614200	PF3D7_0614200.1	protein_coding	1	7	19	120	58	0	0	19	0	0	0	0	0	0	1	0	0	7	62
NBP35	PF3D7_0910800	PF3D7_0910800.1	protein_coding	0	41	10	166	114	0	0	10	0	0	0	0	0	0	0	0	0	41	52
NDC80	PF3D7_0616200	PF3D7_0616200.1	protein_coding	0	41	19	99	47	0	11	19	0	0	0	0	1	0	0	0	0	40	42
NDH2	PF3D7_0915000	PF3D7_0915000.1	protein_coding	0	14	8	112	52	0	0	8	0	0	0	0	0	0	0	0	0	14	60
NDK	PF3D7_1366500	PF3D7_1366500.1	protein_coding	0	1	1	154	73	0	0	1	0	0	0	0	0	0	0	0	0	1	81
NEK1	PF3D7_1228300	PF3D7_1228300.1	protein_coding	0	63	22	89	48	0	1	22	0	0	0	0	0	0	0	0	0	63	40
NEK2	PF3D7_0525900	PF3D7_0525900.1	protein_coding	0	1	3	132	52	0	15	3	0	0	0	0	1	0	0	0	0	0	66
NEK3	PF3D7_1201600	PF3D7_1201600.1	protein_coding	0	16	12	114	68	0	0	12	0	0	0	0	0	0	0	0	0	16	46
NEK4	PF3D7_0719200	PF3D7_0719200.1	protein_coding	2	1	1	85	22	0	11	1	0	0	2	0	2	0	0	0	0	0	55
NELFA	PF3D7_0713800	PF3D7_0713800.1	protein_coding	0	15	5	155	71	0	1	5	0	0	0	0	0	0	0	0	0	15	83
NEP1	PF3D7_0821500	PF3D7_0821500.1	protein_coding	0	11	21	122	40	0	0	21	0	0	0	0	0	0	0	0	0	11	82
NFS	PF3D7_0727200	PF3D7_0727200.1	protein_coding	1	41	19	141	62	0	0	19	0	0	0	0	0	0	1	0	0	41	79
NFYB	PF3D7_1146600	PF3D7_1146600.1	protein_coding	0	14	34	151	68	0	19	34	0	0	0	0	2	0	0	0	0	12	66
NHE	PF3D7_1303500	PF3D7_1303500.1	protein_coding	0	85	74	129	49	0	5	74	0	0	0	0	0	0	0	0	0	85	75
NIF2	PF3D7_0515900	PF3D7_0515900.1	protein_coding	0	2	3	111	58	0	0	3	0	0	0	0	0	0	0	0	0	2	53
NIF3	PF3D7_1355700	PF3D7_1355700.1	protein_coding	0	48	38	142	70	0	0	38	0	0	0	0	0	0	0	0	0	48	72
NIF4	PF3D7_1012700	PF3D7_1012700.1	protein_coding	1	10	28	189	77	0	6	28	0	0	0	0	0	0	1	0	0	10	106
NMD3	PF3D7_0729300	PF3D7_0729300.1	protein_coding	0	41	14	155	58	0	0	14	0	0	0	0	0	0	0	0	0	41	97
NMNAT	PF3D7_1327600	PF3D7_1327600.1	protein_coding	0	6	1	103	59	0	0	1	0	0	0	0	0	0	0	0	0	6	44
NMT	PF3D7_1412800	PF3D7_1412800.1	protein_coding	0	13	9	165	79	0	12	9	0	0	0	0	1	0	0	0	0	12	75
NOG2	PF3D7_1423000	PF3D7_1423000.1	protein_coding	0	2	3	96	60	0	0	3	0	0	0	0	0	0	0	0	0	2	36
NOL10	PF3D7_0801500	PF3D7_0801500.1	protein_coding	0	8	9	115	68	0	0	9	0	0	0	0	0	0	0	0	0	8	47
NOP1	PF3D7_1407100	PF3D7_1407100.1	protein_coding	0	22	4	160	70	0	3	4	0	0	0	0	0	0	0	0	0	22	87
NOP10	PF3D7_1433000	PF3D7_1433000.1	protein_coding	0	2	0	96	59	0	3	0	0	0	0	0	2	0	0	0	0	0	36
NOP5	PF3D7_1008800	PF3D7_1008800.1	protein_coding	0	13	4	142	63	0	0	4	0	0	0	0	0	0	0	0	0	13	79
NOT1	PF3D7_1103800	PF3D7_1103800.1	protein_coding	0	70	66	122	55	0	0	66	0	0	0	0	0	0	0	0	0	70	67
NOT2	PF3D7_1128600	PF3D7_1128600.1	protein_coding	0	0	4	138	71	0	0	4	0	0	0	0	0	0	0	0	0	0	67
NOT4	PF3D7_1235300	PF3D7_1235300.1	protein_coding	1	34	41	73	32	0	0	41	0	0	0	0	0	0	1	0	0	34	41
NOT5	PF3D7_1006100	PF3D7_1006100.1	protein_coding	0	2	2	131	54	0	9	2	0	0	0	0	0	0	0	0	0	2	68
NPL4	PF3D7_0507700	PF3D7_0507700.1	protein_coding	0	28	8	145	70	0	0	8	0	0	0	0	0	0	0	0	0	28	75
NPT1	PF3D7_0104800	PF3D7_0104800.1	protein_coding	0	3	3	128	77	0	0	3	0	0	0	0	0	0	0	0	0	3	51
NSE2	PF3D7_1451300	PF3D7_1451300.1	protein_coding	0	4	2	147	85	0	13	2	0	0	0	0	2	0	0	0	0	2	51
NSF	PF3D7_0303000	PF3D7_0303000.1	protein_coding	0	61	23	129	79	0	0	23	0	0	0	0	0	0	0	0	0	61	50
NT1	PF3D7_1347200	PF3D7_1347200.1	protein_coding	0	17	15	111	70	0	0	15	0	0	0	0	0	0	0	0	0	17	41
NT2	PF3D7_0824400	PF3D7_0824400.1	protein_coding	0	4	16	98	54	0	0	16	0	0	0	0	0	0	0	0	0	4	44
NT3	PF3D7_1469400	PF3D7_1469400.1	protein_coding	0	4	8	157	62	0	0	8	0	0	0	0	0	0	0	0	0	4	95
NT4	PF3D7_0103200	PF3D7_0103200.1	protein_coding	0	2	7	142	71	0	4	7	0	0	0	0	0	0	0	0	0	2	67
NTF2	PF3D7_1412300	PF3D7_1412300.1	protein_coding	0	7	1	139	50	0	1	1	0	0	0	0	0	0	0	0	0	7	88
NUDC	PF3D7_1336800	PF3D7_1336800.1	protein_coding	0	10	6	106	66	0	0	6	0	0	0	0	0	0	0	0	0	10	40
NUF2	PF3D7_0316500	PF3D7_0316500.1	protein_coding	0	2	3	111	70	0	0	3	0	0	0	0	0	0	0	0	0	2	41
NUP100	PF3D7_0905100	PF3D7_0905100.1	protein_coding	0	24	34	154	80	0	0	34	0	0	0	0	0	0	0	0	0	24	74
NUP116	PF3D7_1473700	PF3D7_1473700.1	protein_coding	1	9	44	109	47	0	0	44	0	0	0	0	0	0	1	0	0	9	62
Nedd8	PF3D7_1313000	PF3D7_1313000.1	protein_coding	0	3	0	129	73	0	14	0	0	0	0	0	0	0	0	0	0	3	42
Nico	PF3D7_0320500	PF3D7_0320500.1	protein_coding	1	1	4	109	62	0	0	4	0	0	0	0	0	1	0	0	0	1	47
NifU	PF3D7_0921400	PF3D7_0921400.1	protein_coding	0	2	3	104	56	0	4	3	0	0	0	0	0	0	0	0	0	2	44
OAT	PF3D7_0608800	PF3D7_0608800.1	protein_coding	0	1	2	161	59	0	0	2	0	0	0	0	0	0	0	0	0	1	102
OGG1	PF3D7_0917100	PF3D7_0917100.1	protein_coding	0	17	31	76	29	0	0	31	0	0	0	0	0	0	0	0	0	17	47
OMPDC	PF3D7_1023200	PF3D7_1023200.1	protein_coding	2	22	8	81	42	0	0	8	0	0	0	0	0	0	2	0	0	22	39
OPP	PF3D7_0202700	PF3D7_0202700.1	protein_coding	0	6	2	147	44	0	0	2	0	0	0	0	0	0	0	0	0	6	103
OPRT	PF3D7_0512700	PF3D7_0512700.1	protein_coding	0	0	4	115	68	0	0	4	0	0	0	0	0	0	0	0	0	0	47
ORC1	PF3D7_1203000	PF3D7_1203000.1	protein_coding	0	25	10	125	71	0	0	10	0	0	0	0	0	0	0	0	0	25	54
ORC2	PF3D7_0705300	PF3D7_0705300.1	protein_coding	0	28	23	151	95	0	0	23	0	0	0	0	0	0	0	0	0	28	56
ORC5	PF3D7_0215800	PF3D7_0215800.1	protein_coding	0	64	30	148	104	0	0	30	0	0	0	0	0	0	0	0	0	64	44
ORF101	PF3D7_API04500	PF3D7_API04500.1	protein_coding	2	2	8	457	328	0	0	8	0	0	0	0	0	0	2	0	0	2	129
ORF105	PF3D7_API04000	PF3D7_API04000.1	protein_coding	1	9	13	456	217	0	0	13	0	0	0	0	0	0	1	0	0	9	239
ORF129	PF3D7_API03500	PF3D7_API03500.1	protein_coding	3	12	25	452	203	0	0	25	0	0	0	0	1	0	2	1	0	12	249
ORF51	PF3D7_API04600	PF3D7_API04600.1	protein_coding	0	0	0	453	324	0	0	0	0	0	0	0	0	0	0	0	0	0	129
ORF78	PF3D7_API03000	PF3D7_API03000.1	protein_coding	0	1	1	525	245	0	0	1	0	0	0	0	0	0	0	0	0	1	280
ORF79	PF3D7_API03800	PF3D7_API03800.1	protein_coding	0	1	0	465	211	0	0	0	0	0	0	0	0	0	0	0	0	1	254
ORF91	PF3D7_API02400	PF3D7_API02400.1	protein_coding	0	0	3	478	261	0	0	3	0	0	0	0	0	0	0	0	0	0	217
OSCP	PF3D7_1310000	PF3D7_1310000.1	protein_coding	0	1	3	134	56	0	0	3	0	0	0	0	0	0	0	0	0	1	78
OXA1	PF3D7_0828400	PF3D7_0828400.1	protein_coding	1	5	22	142	75	0	0	22	0	0	0	0	0	0	1	0	0	5	67
P113	PF3D7_1420700	PF3D7_1420700.1	protein_coding	0	8	15	114	63	0	2	15	0	0	0	0	0	0	0	0	0	8	49
P12	PF3D7_0612700	PF3D7_0612700.1	protein_coding	0	1	5	149	43	0	0	5	0	0	0	0	0	0	0	0	0	1	106
P12p	PF3D7_0612800	PF3D7_0612800.1	protein_coding	0	2	12	168	67	0	0	12	0	0	0	0	0	0	0	0	0	2	101
P23	PF3D7_0314000	PF3D7_0314000.1	protein_coding	0	2	0	113	59	0	5	0	0	0	0	0	1	0	0	0	0	1	50
P23	PF3D7_1453700	PF3D7_1453700.1	protein_coding	0	4	1	176	128	0	7	1	0	0	0	0	0	0	0	0	0	4	41
P230	PF3D7_0209000	PF3D7_0209000.1	protein_coding	0	21	79	146	91	0	0	79	0	0	0	0	0	0	0	0	0	21	55
P230p	PF3D7_0208900	PF3D7_0208900.1	protein_coding	0	22	42	137	73	0	0	42	0	0	0	0	0	0	0	0	0	22	64
P28	PF3D7_1030900	PF3D7_1030900.1	protein_coding	0	0	8	133	81	0	0	8	0	0	0	0	0	0	0	0	0	0	52
P36	PF3D7_0404400	PF3D7_0404400.1	protein_coding	0	3	4	129	83	0	0	4	0	0	0	0	0	0	0	0	0	3	46
P38	PF3D7_0508000	PF3D7_0508000.1	protein_coding	0	0	13	129	72	0	0	13	0	0	0	0	0	0	0	0	0	0	57
P41	PF3D7_0404900	PF3D7_0404900.1	protein_coding	1	3	11	122	70	0	0	11	0	0	0	0	2	0	0	1	1	2	52
P44	PF3D7_1314900	PF3D7_1314900.1	protein_coding	1	14	5	131	59	0	16	5	0	0	0	0	0	0	1	0	0	14	56
P47	PF3D7_1346800	PF3D7_1346800.1	protein_coding	0	1	17	54	25	0	0	17	0	0	0	0	0	0	0	0	0	1	29
P48/45	PF3D7_1346700	PF3D7_1346700.1	protein_coding	0	0	5	73	38	0	0	5	0	0	0	0	0	0	0	0	0	0	35
P52	PF3D7_0404500	PF3D7_0404500.1	protein_coding	0	1	10	105	44	0	0	10	0	0	0	0	0	0	0	0	0	1	61
P92	PF3D7_1364100	PF3D7_1364100.1	protein_coding	0	2	21	115	43	0	0	21	0	0	0	0	0	0	0	0	0	2	72
PABP	PF3D7_1224300	PF3D7_1224300.1	protein_coding	0	90	20	87	37	0	0	20	0	0	0	0	0	0	0	0	0	90	50
PAGM	PF3D7_1130000	PF3D7_1130000.1	protein_coding	0	5	16	194	117	0	0	16	0	0	0	0	0	0	0	0	0	5	77
PAIP1	PF3D7_1107300	PF3D7_1107300.1	protein_coding	0	92	82	110	54	0	0	82	0	0	0	0	0	0	0	0	0	92	56
PALM	PF3D7_0602300	PF3D7_0602300.1	protein_coding	0	1	3	173	89	0	0	3	0	0	0	0	0	0	0	0	0	1	84
PAM16	PF3D7_0513500	PF3D7_0513500.1	protein_coding	0	0	0	118	64	0	1	0	0	0	0	0	0	0	0	0	0	0	53
PAM18	PF3D7_0724400	PF3D7_0724400.1	protein_coding	0	0	0	130	76	0	5	0	0	0	0	0	0	0	0	0	0	0	49
PANK	PF3D7_1420600	PF3D7_1420600.1	protein_coding	0	4	8	113	62	0	4	8	0	0	0	0	1	0	0	0	0	4	47
PARN	PF3D7_1443500	PF3D7_1443500.1	protein_coding	0	20	16	114	50	0	0	16	0	0	0	0	0	0	0	0	0	20	64
PAT	PF3D7_0206200	PF3D7_0206200.1	protein_coding	0	30	9	126	65	0	0	9	0	0	0	0	0	0	0	0	0	30	61
PArt	PF3D7_1002200	PF3D7_1002200.1	protein_coding	0	9	19	74	37	0	0	19	0	0	0	0	1	0	0	0	0	9	37
PBGD	PF3D7_1209600	PF3D7_1209600.1	protein_coding	0	4	7	96	49	0	0	7	0	0	0	0	0	0	0	0	0	4	47
PBGS	PF3D7_1440300	PF3D7_1440300.1	protein_coding	0	3	6	110	51	0	19	6	0	0	0	0	1	0	0	0	0	2	41
PBLP	PF3D7_0818600	PF3D7_0818600.1	protein_coding	0	0	19	161	70	0	11	19	0	0	0	0	1	0	0	0	0	0	80
PCD	PF3D7_1108300	PF3D7_1108300.1	protein_coding	0	0	1	155	101	0	2	1	0	0	0	0	0	0	0	0	0	0	52
PCNA1	PF3D7_1361900	PF3D7_1361900.1	protein_coding	0	17	2	90	39	0	0	2	0	0	0	0	0	0	0	0	0	17	51
PCNA2	PF3D7_1226600	PF3D7_1226600.1	protein_coding	0	6	4	113	53	0	1	4	0	0	0	0	0	0	0	0	0	6	59
PDE1	PF3D7_1209500	PF3D7_1209500.1	protein_coding	0	4	20	121	61	0	3	20	0	0	0	0	1	0	0	0	0	4	57
PDE1	PF3D7_1209500	PF3D7_1209500.2	protein_coding	0	4	19	122	61	0	4	19	0	0	0	0	1	0	0	0	0	4	57
PDEbeta	PF3D7_1321500	PF3D7_1321500.1	protein_coding	0	7	16	116	37	0	27	16	0	0	0	0	2	0	0	0	0	5	54
PDEbeta	PF3D7_1321500	PF3D7_1321500.2	protein_coding	0	7	16	116	37	0	27	16	0	0	0	0	2	0	0	0	0	5	54
PDEdelta	PF3D7_1470500	PF3D7_1470500.1	protein_coding	0	20	10	125	52	0	18	10	0	0	0	0	0	0	0	0	0	20	55
PDEgamma	PF3D7_1321600	PF3D7_1321600.1	protein_coding	0	6	3	156	81	0	18	3	0	0	0	0	1	0	0	0	0	5	58
PDF	PF3D7_0907900	PF3D7_0907900.1	protein_coding	0	1	2	205	107	0	14	2	0	0	0	0	0	0	0	0	0	1	84
PDI-11	PF3D7_1134100	PF3D7_1134100.1	protein_coding	0	11	6	148	103	0	0	6	0	0	0	0	0	0	0	0	0	11	45
PDI-14	PF3D7_1472600	PF3D7_1472600.1	protein_coding	0	8	8	175	75	0	8	8	0	0	0	0	0	0	0	0	0	8	92
PDI8	PF3D7_0827900	PF3D7_0827900.1	protein_coding	0	17	7	209	154	0	6	7	0	0	0	0	0	0	0	0	0	17	49
PDI9	PF3D7_0919400	PF3D7_0919400.1	protein_coding	0	7	6	118	54	0	4	6	0	0	0	0	0	0	0	0	0	7	60
PDX1	PF3D7_0621200	PF3D7_0621200.1	protein_coding	0	1	0	101	58	0	0	0	0	0	0	0	0	0	0	0	0	1	43
PDX2	PF3D7_1116200	PF3D7_1116200.1	protein_coding	0	1	3	147	68	0	21	3	0	0	0	0	1	0	0	0	0	0	59
PDX2	PF3D7_1116200	PF3D7_1116200.2	protein_coding	0	1	2	148	68	0	22	2	0	0	0	0	1	0	0	0	0	0	59
PDXK	PF3D7_0616000	PF3D7_0616000.1	protein_coding	0	7	8	176	89	0	2	8	0	0	0	0	0	0	0	0	0	7	85
PEPC	PF3D7_1426700	PF3D7_1426700.1	protein_coding	2	89	50	108	61	0	0	50	0	0	0	0	0	0	2	0	0	89	47
PEPCK	PF3D7_1342800	PF3D7_1342800.1	protein_coding	0	107	15	190	64	0	0	15	0	0	0	0	0	0	0	0	0	107	126
PES	PF3D7_1107700	PF3D7_1107700.1	protein_coding	0	5	13	123	67	0	0	13	0	0	0	0	0	0	0	0	0	5	56
PET117	PF3D7_1458100	PF3D7_1458100.1	protein_coding	0	1	0	101	54	0	0	0	0	0	0	0	0	0	0	0	0	1	47
PF3D7_0100500	PF3D7_0100500	PF3D7_0100500.1	transcribed_processed_pseudogene	0	0	0	1209	593	0	0	0	10	0	0	0	0	0	0	0	0	0	606
PF3D7_0100500	null	PF3D7_0100500	pseudogene	0	0	0	1209	606	0	0	0	0	10	0	0	0	0	0	0	0	0	593
PF3D7_0100500	null	PF3D7_0101400	pseudogene	0	0	0	451	250	0	0	0	0	42	0	0	0	0	0	0	0	0	159
PF3D7_0100500	null	PF3D7_0101500	pseudogene	0	0	0	1004	707	0	0	0	0	115	0	0	0	0	0	0	0	0	182
PF3D7_0100500	null	PF3D7_0101700	pseudogene	0	0	0	1907	1079	0	0	0	0	96	0	0	0	0	0	0	0	0	732
PF3D7_0100500	null	PF3D7_0102000	pseudogene	0	0	0	1452	279	0	0	0	0	80	0	0	0	0	0	0	0	0	1093
PF3D7_0100500	null	PF3D7_0102100	pseudogene	0	0	0	1086	105	0	0	0	0	75	0	0	0	0	0	0	0	0	906
PF3D7_0100500	null	PF3D7_0102400	pseudogene	0	0	0	114	54	0	0	0	0	18	0	0	0	0	0	0	0	0	42
PF3D7_0100500	null	PF3D7_0113600	pseudogene	0	0	0	452	78	0	0	0	0	309	0	0	0	0	0	0	0	0	65
PF3D7_0100500	null	PF3D7_0114300	pseudogene	0	0	0	268	87	0	0	0	0	16	0	0	0	0	0	0	0	0	165
PF3D7_0100500	null	PF3D7_0114400	pseudogene	0	0	0	323	222	0	0	0	0	23	0	0	0	0	0	0	0	0	78
PF3D7_0100500	null	PF3D7_0114600	pseudogene	0	0	0	713	291	0	0	0	0	190	0	0	0	0	0	0	0	0	232
PF3D7_0100500	null	PF3D7_0114900	pseudogene	0	0	0	273	123	0	0	0	0	12	0	0	0	0	0	0	0	0	138
PF3D7_0100500	null	PF3D7_0115150	pseudogene	0	0	0	977	897	0	0	0	0	4	0	0	0	0	0	0	0	0	76
PF3D7_0100500	null	PF3D7_0115500	pseudogene	0	0	0	2534	776	0	0	0	0	191	0	0	0	0	0	0	0	0	1567
PF3D7_0100500	null	PF3D7_0200800	pseudogene	0	0	0	1552	607	0	0	0	0	35	0	0	0	0	0	0	0	0	910
PF3D7_0100500	null	PF3D7_0200900	pseudogene	0	0	0	1596	842	0	0	0	0	188	0	0	0	0	0	0	0	0	566
PF3D7_0100500	null	PF3D7_0206300	pseudogene	0	0	0	274	80	0	0	0	0	144	0	0	0	0	0	0	0	0	50
PF3D7_0100500	null	PF3D7_0300300	pseudogene	0	0	0	1763	600	0	0	0	0	266	0	0	0	0	0	0	0	0	897
PF3D7_0100500	null	PF3D7_0302300	pseudogene	0	0	0	174	41	0	0	0	0	70	0	0	0	0	0	0	0	0	63
PF3D7_0100500	null	PF3D7_0400200	pseudogene	0	0	0	1686	492	0	0	0	0	366	0	0	0	0	0	0	0	0	828
PF3D7_0100500	null	PF3D7_0400600	pseudogene	0	0	0	2297	1272	0	0	0	0	1	0	0	0	0	0	0	0	0	1024
PF3D7_0100500	null	PF3D7_0401500	pseudogene	0	0	0	1742	878	0	0	0	0	278	0	0	0	0	0	0	0	0	586
PF3D7_0100500	null	PF3D7_0401700	pseudogene	0	0	0	197	44	0	0	0	0	25	0	0	0	0	0	0	0	0	128
PF3D7_0100500	null	PF3D7_0402200	pseudogene	0	0	0	219	64	0	0	0	0	98	0	0	0	0	0	0	0	0	57
PF3D7_0100500	null	PF3D7_0402500	pseudogene	0	0	0	133	68	0	0	0	0	14	0	0	0	0	0	0	0	0	51
PF3D7_0100500	null	PF3D7_0402700	pseudogene	0	0	0	173	81	0	0	0	0	18	0	0	0	0	0	0	0	0	74
PF3D7_0100500	null	PF3D7_0402800	pseudogene	0	0	0	214	81	0	0	0	0	59	0	0	0	0	0	0	0	0	74
PF3D7_0100500	null	PF3D7_0412600	pseudogene	0	0	0	691	402	0	0	0	0	196	0	0	0	0	0	0	0	0	93
PF3D7_0100500	null	PF3D7_0413400	pseudogene	0	0	0	2699	1188	0	0	0	0	377	0	0	0	0	0	0	0	0	1134
PF3D7_0100500	null	PF3D7_0500200	pseudogene	0	0	0	2739	1493	0	0	0	0	6	0	0	0	0	0	0	0	0	1240
PF3D7_0100500	null	PF3D7_0500300	pseudogene	0	0	0	2886	1232	0	0	0	0	389	0	0	0	0	0	0	0	0	1265
PF3D7_0100500	null	PF3D7_0500600	pseudogene	0	0	0	1520	497	0	0	0	0	195	0	0	0	0	0	0	0	0	828
PF3D7_0100500	null	PF3D7_0500700	pseudogene	0	0	0	1482	734	0	0	0	0	3	0	0	0	0	0	0	0	0	745
PF3D7_0100500	null	PF3D7_0506600	pseudogene	0	0	0	137	73	0	0	0	0	7	0	0	0	0	0	0	0	0	57
PF3D7_0100500	null	PF3D7_0512450	pseudogene	0	0	0	313	115	0	0	0	0	28	0	0	0	0	0	0	0	0	170
PF3D7_0100500	null	PF3D7_0600100	pseudogene	0	0	0	2086	1925	0	0	0	0	129	0	0	0	0	0	0	0	0	32
PF3D7_0100500	null	PF3D7_0600800	pseudogene	0	0	0	2247	598	0	0	0	0	326	0	0	0	0	0	0	0	0	1323
PF3D7_0100500	null	PF3D7_0600900	pseudogene	0	0	0	1755	523	0	0	0	0	348	0	0	0	0	0	0	0	0	884
PF3D7_0100500	null	PF3D7_0601400	pseudogene	0	0	0	1680	606	0	0	0	0	80	0	0	0	0	0	0	0	0	994
PF3D7_0100500	null	PF3D7_0601700	pseudogene	0	0	0	539	196	0	0	0	0	5	0	0	0	0	0	0	0	0	338
PF3D7_0100500	null	PF3D7_0700600	pseudogene	0	0	0	1768	919	0	0	0	0	99	0	0	0	0	0	0	0	0	750
PF3D7_0100500	null	PF3D7_0700700	pseudogene	0	0	0	1762	964	0	0	0	0	301	0	0	0	0	0	0	0	0	497
PF3D7_0100500	null	PF3D7_0700900	pseudogene	0	0	0	1708	645	0	0	0	0	167	0	0	0	0	0	0	0	0	896
PF3D7_0100500	null	PF3D7_0701000	pseudogene	0	0	0	1564	644	0	0	0	0	92	0	0	0	0	0	0	0	0	828
PF3D7_0100500	null	PF3D7_0701200	pseudogene	0	0	0	2262	1182	0	0	0	0	389	0	0	0	0	0	0	0	0	691
PF3D7_0100500	null	PF3D7_0701300	pseudogene	0	0	0	2297	809	0	0	0	0	417	0	0	0	0	0	0	0	0	1071
PF3D7_0100500	null	PF3D7_0701400	pseudogene	0	0	0	1581	57	0	0	0	0	389	0	0	0	0	0	0	0	0	1135
PF3D7_0100500	null	PF3D7_0702100	pseudogene	0	0	0	1808	723	0	0	0	0	593	0	0	0	0	0	0	0	0	492
PF3D7_0100500	null	PF3D7_0711900	pseudogene	0	0	0	457	336	0	0	0	0	21	0	0	0	0	0	0	0	0	100
